"","gene_short_name","feature"
"AC100810.1","AC100810.1","NA"
"AC019257.8","AC019257.8","NA"
"ARHGEF10","ARHGEF10","NA"
"KBTBD11.OT1","KBTBD11-OT1","NA"
"AC019257.1","AC019257.1","NA"
"KBTBD11","KBTBD11","NA"
"AC019257.2","AC019257.2","NA"
"AC245164.1","AC245164.1","NA"
"MYOM2","MYOM2","NA"
"AC245519.1","AC245519.1","NA"
"AC245519.2","AC245519.2","NA"
"AC245187.2","AC245187.2","NA"
"AC245187.1","AC245187.1","NA"
"AC245123.1","AC245123.1","NA"
"AC246817.2","AC246817.2","NA"
"AC246817.1","AC246817.1","NA"
"CSMD1","CSMD1","NA"
"AC004944.1","AC004944.1","NA"
"AC084768.1","AC084768.1","NA"
"AC079054.1","AC079054.1","NA"
"AC009435.1","AC009435.1","NA"
"AC016065.1","AC016065.1","NA"
"MCPH1","MCPH1","NA"
"ANGPT2","ANGPT2","NA"
"AF287957.1","AF287957.1","NA"
"MCPH1.AS1","MCPH1-AS1","NA"
"AGPAT5","AGPAT5","NA"
"XKR5","XKR5","NA"
"AF233439.1","AF233439.1","NA"
"DEFB1","DEFB1","NA"
"DEFA6","DEFA6","NA"
"AF233439.2","AF233439.2","NA"
"DEFA4","DEFA4","NA"
"DEFA1","DEFA1","NA"
"DEFA1B","DEFA1B","NA"
"DEFA3","DEFA3","NA"
"DEFA5","DEFA5","NA"
"FAM66B","FAM66B","NA"
"USP17L1","USP17L1","NA"
"USP17L4","USP17L4","NA"
"ZNF705G","ZNF705G","NA"
"DEFB4B","DEFB4B","NA"
"DEFB103B","DEFB103B","NA"
"SPAG11B","SPAG11B","NA"
"DEFB104B","DEFB104B","NA"
"DEFB106B","DEFB106B","NA"
"DEFB105B","DEFB105B","NA"
"DEFB107B","DEFB107B","NA"
"PRR23D1","PRR23D1","NA"
"PRR23D2","PRR23D2","NA"
"DEFB107A","DEFB107A","NA"
"DEFB105A","DEFB105A","NA"
"DEFB106A","DEFB106A","NA"
"DEFB104A","DEFB104A","NA"
"SPAG11A","SPAG11A","NA"
"DEFB103A","DEFB103A","NA"
"DEFB4A","DEFB4A","NA"
"ZNF705B","ZNF705B","NA"
"FAM66E","FAM66E","NA"
"USP17L8","USP17L8","NA"
"USP17L3","USP17L3","NA"
"FAM85B","FAM85B","NA"
"AC068020.1","AC068020.1","NA"
"PRAG1","PRAG1","NA"
"AC103957.1","AC103957.1","NA"
"AC103957.2","AC103957.2","NA"
"AC114550.2","AC114550.2","NA"
"AC114550.3","AC114550.3","NA"
"AC114550.1","AC114550.1","NA"
"CLDN23","CLDN23","NA"
"AC087269.1","AC087269.1","NA"
"MFHAS1","MFHAS1","NA"
"ERI1","ERI1","NA"
"PPP1R3B","PPP1R3B","NA"
"AC022784.7","AC022784.7","NA"
"AC022784.3","AC022784.3","NA"
"AC022784.8","AC022784.8","NA"
"AC022784.2","AC022784.2","NA"
"AC022784.1","AC022784.1","NA"
"AC022784.6","AC022784.6","NA"
"AC022784.4","AC022784.4","NA"
"AC021736.1","AC021736.1","NA"
"AC021242.2","AC021242.2","NA"
"AC021242.3","AC021242.3","NA"
"TNKS","TNKS","NA"
"LINC00599","LINC00599","NA"
"AC034111.1","AC034111.1","NA"
"MSRA","MSRA","NA"
"AC104964.1","AC104964.1","NA"
"AC104964.2","AC104964.2","NA"
"PRSS51","PRSS51","NA"
"AC104964.4","AC104964.4","NA"
"PRSS55","PRSS55","NA"
"RP1L1","RP1L1","NA"
"C8orf74","C8ORF74","NA"
"SOX7","SOX7","NA"
"PINX1","PINX1","NA"
"AC105001.1","AC105001.1","NA"
"PINX1.1","PINX1","NA"
"AC011008.1","AC011008.1","NA"
"XKR6","XKR6","NA"
"AF131215.3","AF131215.3","NA"
"AF131215.7","AF131215.7","NA"
"LINC00529","LINC00529","NA"
"AF131216.4","AF131216.4","NA"
"MTMR9","MTMR9","NA"
"AF131216.1","AF131216.1","NA"
"SLC35G5","SLC35G5","NA"
"AF131216.3","AF131216.3","NA"
"FAM167A.AS1","FAM167A-AS1","NA"
"FAM167A","FAM167A","NA"
"AF131216.5","AF131216.5","NA"
"BLK","BLK","NA"
"AC022239.1","AC022239.1","NA"
"LINC00208","LINC00208","NA"
"GATA4","GATA4","NA"
"C8orf49","C8ORF49","NA"
"NEIL2","NEIL2","NA"
"FDFT1","FDFT1","NA"
"AC069185.1","AC069185.1","NA"
"CTSB","CTSB","NA"
"DEFB136","DEFB136","NA"
"DEFB135","DEFB135","NA"
"DEFB134","DEFB134","NA"
"DEFB130B","DEFB130B","NA"
"ZNF705D","ZNF705D","NA"
"FAM66D","FAM66D","NA"
"USP17L7","USP17L7","NA"
"USP17L2","USP17L2","NA"
"FAM86B1","FAM86B1","NA"
"AC145124.1","AC145124.1","NA"
"DEFB130A","DEFB130A","NA"
"FAM66A","FAM66A","NA"
"AC087203.3","AC087203.3","NA"
"FAM86B2","FAM86B2","NA"
"AC130352.1","AC130352.1","NA"
"LONRF1","LONRF1","NA"
"AC123777.1","AC123777.1","NA"
"LINC00681","LINC00681","NA"
"TRMT9B","TRMT9B","NA"
"DLC1","DLC1","NA"
"AC019270.1","AC019270.1","NA"
"C8orf48","C8ORF48","NA"
"AC022690.2","AC022690.2","NA"
"SGCZ","SGCZ","NA"
"AC022039.1","AC022039.1","NA"
"TUSC3","TUSC3","NA"
"AC018437.2","AC018437.2","NA"
"MSR1","MSR1","NA"
"AC011586.1","AC011586.1","NA"
"AC068992.1","AC068992.1","NA"
"FGF20","FGF20","NA"
"MICU3","MICU3","NA"
"AC079193.2","AC079193.2","NA"
"ZDHHC2","ZDHHC2","NA"
"CNOT7","CNOT7","NA"
"VPS37A","VPS37A","NA"
"MTMR7","MTMR7","NA"
"SLC7A2","SLC7A2","NA"
"PDGFRL","PDGFRL","NA"
"MTUS1","MTUS1","NA"
"AC124069.1","AC124069.1","NA"
"AC027117.2","AC027117.2","NA"
"FGL1","FGL1","NA"
"AC087273.1","AC087273.1","NA"
"AC087273.2","AC087273.2","NA"
"PCM1","PCM1","NA"
"ASAH1","ASAH1","NA"
"AC124242.1","AC124242.1","NA"
"NAT1","NAT1","NA"
"NAT2","NAT2","NA"
"PSD3","PSD3","NA"
"AC100800.1","AC100800.1","NA"
"AC009884.1","AC009884.1","NA"
"AC100849.1","AC100849.1","NA"
"AC100849.2","AC100849.2","NA"
"AC068880.3","AC068880.3","NA"
"AC068880.2","AC068880.2","NA"
"SH2D4A","SH2D4A","NA"
"CSGALNACT1","CSGALNACT1","NA"
"AC090541.1","AC090541.1","NA"
"INTS10","INTS10","NA"
"LPL","LPL","NA"
"AC100802.1","AC100802.1","NA"
"SLC18A1","SLC18A1","NA"
"ATP6V1B2","ATP6V1B2","NA"
"LZTS1","LZTS1","NA"
"LZTS1.AS1","LZTS1-AS1","NA"
"AC023403.1","AC023403.1","NA"
"AC018541.1","AC018541.1","NA"
"AC015468.4","AC015468.4","NA"
"AC015468.3","AC015468.3","NA"
"AC015468.1","AC015468.1","NA"
"AC015468.2","AC015468.2","NA"
"LINC02153","LINC02153","NA"
"AC103719.1","AC103719.1","NA"
"AC021355.1","AC021355.1","NA"
"GFRA2","GFRA2","NA"
"DOK2","DOK2","NA"
"XPO7","XPO7","NA"
"NPM2","NPM2","NA"
"FGF17","FGF17","NA"
"DMTN","DMTN","NA"
"FAM160B2","FAM160B2","NA"
"NUDT18","NUDT18","NA"
"HR","HR","NA"
"REEP4","REEP4","NA"
"LGI3","LGI3","NA"
"SFTPC","SFTPC","NA"
"BMP1","BMP1","NA"
"PHYHIP","PHYHIP","NA"
"POLR3D","POLR3D","NA"
"AC105206.2","AC105206.2","NA"
"PIWIL2","PIWIL2","NA"
"SLC39A14","SLC39A14","NA"
"PPP3CC","PPP3CC","NA"
"AC037459.2","AC037459.2","NA"
"SORBS3","SORBS3","NA"
"AC037459.4","AC037459.4","NA"
"PDLIM2","PDLIM2","NA"
"AC037459.1","AC037459.1","NA"
"C8orf58","C8ORF58","NA"
"CCAR2","CCAR2","NA"
"AC037459.3","AC037459.3","NA"
"BIN3","BIN3","NA"
"EGR3","EGR3","NA"
"PEBP4","PEBP4","NA"
"AC037441.1","AC037441.1","NA"
"AC107959.1","AC107959.1","NA"
"RHOBTB2","RHOBTB2","NA"
"TNFRSF10B","TNFRSF10B","NA"
"AC107959.2","AC107959.2","NA"
"AC107959.3","AC107959.3","NA"
"AC107959.4","AC107959.4","NA"
"AC107959.5","AC107959.5","NA"
"TNFRSF10C","TNFRSF10C","NA"
"TNFRSF10D","TNFRSF10D","NA"
"TNFRSF10A.AS1","TNFRSF10A-AS1","NA"
"TNFRSF10A","TNFRSF10A","NA"
"AC100861.2","AC100861.2","NA"
"CHMP7","CHMP7","NA"
"R3HCC1","R3HCC1","NA"
"LOXL2","LOXL2","NA"
"ENTPD4","ENTPD4","NA"
"AC104561.1","AC104561.1","NA"
"AC104561.3","AC104561.3","NA"
"SLC25A37","SLC25A37","NA"
"NKX3.1","NKX3-1","NA"
"NKX2.6","NKX2-6","NA"
"AC012574.1","AC012574.1","NA"
"AC012574.2","AC012574.2","NA"
"STC1","STC1","NA"
"AC023202.1","AC023202.1","NA"
"ADAM28","ADAM28","NA"
"AC120193.1","AC120193.1","NA"
"ADAMDEC1","ADAMDEC1","NA"
"ADAM7","ADAM7","NA"
"AC024958.1","AC024958.1","NA"
"AF106564.1","AF106564.1","NA"
"NEFM","NEFM","NA"
"NEFL","NEFL","NA"
"AC107373.2","AC107373.2","NA"
"AC107373.1","AC107373.1","NA"
"DOCK5","DOCK5","NA"
"GNRH1","GNRH1","NA"
"AC091185.1","AC091185.1","NA"
"KCTD9","KCTD9","NA"
"CDCA2","CDCA2","NA"
"AC009623.1","AC009623.1","NA"
"AC009623.2","AC009623.2","NA"
"AC090103.1","AC090103.1","NA"
"EBF2","EBF2","NA"
"PPP2R2A","PPP2R2A","NA"
"BNIP3L","BNIP3L","NA"
"PNMA2","PNMA2","NA"
"DPYSL2","DPYSL2","NA"
"ADRA1A","ADRA1A","NA"
"AC090150.2","AC090150.2","NA"
"AC090150.1","AC090150.1","NA"
"STMN4","STMN4","NA"
"TRIM35","TRIM35","NA"
"PTK2B","PTK2B","NA"
"CHRNA2","CHRNA2","NA"
"EPHX2","EPHX2","NA"
"CLU","CLU","NA"
"SCARA3","SCARA3","NA"
"CCDC25","CCDC25","NA"
"AC013643.2","AC013643.2","NA"
"ESCO2","ESCO2","NA"
"PBK","PBK","NA"
"SCARA5","SCARA5","NA"
"AC069113.2","AC069113.2","NA"
"NUGGC","NUGGC","NA"
"ELP3","ELP3","NA"
"AC021678.2","AC021678.2","NA"
"PNOC","PNOC","NA"
"ZNF395","ZNF395","NA"
"FBXO16","FBXO16","NA"
"AC025871.1","AC025871.1","NA"
"FZD3","FZD3","NA"
"EXTL3","EXTL3","NA"
"EXTL3.AS1","EXTL3-AS1","NA"
"INTS9","INTS9","NA"
"INTS9.AS1","INTS9-AS1","NA"
"HMBOX1","HMBOX1","NA"
"KIF13B","KIF13B","NA"
"AC108449.3","AC108449.3","NA"
"AC108449.1","AC108449.1","NA"
"DUSP4","DUSP4","NA"
"AC084026.2","AC084026.2","NA"
"AC084026.1","AC084026.1","NA"
"LINC00589","LINC00589","NA"
"LINC02099","LINC02099","NA"
"AC131254.1","AC131254.1","NA"
"AC131254.3","AC131254.3","NA"
"AC131254.2","AC131254.2","NA"
"LINC02209","LINC02209","NA"
"SARAF","SARAF","NA"
"AC044849.1","AC044849.1","NA"
"LEPROTL1","LEPROTL1","NA"
"MBOAT4","MBOAT4","NA"
"AC026979.2","AC026979.2","NA"
"DCTN6","DCTN6","NA"
"AC026979.1","AC026979.1","NA"
"AC026979.3","AC026979.3","NA"
"RBPMS.AS1","RBPMS-AS1","NA"
"RBPMS","RBPMS","NA"
"GTF2E2","GTF2E2","NA"
"AC102945.1","AC102945.1","NA"
"SMIM18","SMIM18","NA"
"GSR","GSR","NA"
"UBXN8","UBXN8","NA"
"PPP2CB","PPP2CB","NA"
"TEX15","TEX15","NA"
"PURG","PURG","NA"
"WRN","WRN","NA"
"AC009563.1","AC009563.1","NA"
"AC068672.2","AC068672.2","NA"
"AC068672.1","AC068672.1","NA"
"NRG1","NRG1","NA"
"AC090204.1","AC090204.1","NA"
"AC067838.1","AC067838.1","NA"
"FUT10","FUT10","NA"
"TTI2","TTI2","NA"
"MAK16","MAK16","NA"
"RNF122","RNF122","NA"
"DUSP26","DUSP26","NA"
"AF279873.3","AF279873.3","NA"
"AF279873.4","AF279873.4","NA"
"AC087855.2","AC087855.2","NA"
"AC090993.1","AC090993.1","NA"
"AC087855.1","AC087855.1","NA"
"LINC01288","LINC01288","NA"
"UNC5D","UNC5D","NA"
"AC100818.1","AC100818.1","NA"
"AC124290.1","AC124290.1","NA"
"AC090809.1","AC090809.1","NA"
"KCNU1","KCNU1","NA"
"AC092818.1","AC092818.1","NA"
"AC091182.2","AC091182.2","NA"
"LINC01605","LINC01605","NA"
"AC124067.1","AC124067.1","NA"
"AC124067.3","AC124067.3","NA"
"AC124067.4","AC124067.4","NA"
"AC137579.2","AC137579.2","NA"
"AC137579.1","AC137579.1","NA"
"ZNF703","ZNF703","NA"
"AC138356.3","AC138356.3","NA"
"AC138356.1","AC138356.1","NA"
"ERLIN2","ERLIN2","NA"
"PLPBP","PLPBP","NA"
"ADGRA2","ADGRA2","NA"
"BRF2","BRF2","NA"
"RAB11FIP1","RAB11FIP1","NA"
"GOT1L1","GOT1L1","NA"
"ADRB3","ADRB3","NA"
"EIF4EBP1","EIF4EBP1","NA"
"AP006545.2","AP006545.2","NA"
"ASH2L","ASH2L","NA"
"AC084024.1","AC084024.1","NA"
"STAR","STAR","NA"
"AC084024.3","AC084024.3","NA"
"LSM1","LSM1","NA"
"BAG4","BAG4","NA"
"DDHD2","DDHD2","NA"
"PLPP5","PLPP5","NA"
"NSD3","NSD3","NA"
"AC087362.2","AC087362.2","NA"
"AC087362.1","AC087362.1","NA"
"AC087623.3","AC087623.3","NA"
"LETM2","LETM2","NA"
"AC087623.1","AC087623.1","NA"
"AC087623.4","AC087623.4","NA"
"FGFR1","FGFR1","NA"
"AC087623.2","AC087623.2","NA"
"C8orf86","C8ORF86","NA"
"AC069120.1","AC069120.1","NA"
"AC016813.1","AC016813.1","NA"
"TACC1","TACC1","NA"
"AC067817.2","AC067817.2","NA"
"PLEKHA2","PLEKHA2","NA"
"AC108863.1","AC108863.1","NA"
"HTRA4","HTRA4","NA"
"TM2D2","TM2D2","NA"
"ADAM9","ADAM9","NA"
"ADAM32","ADAM32","NA"
"ADAM18","ADAM18","NA"
"ADAM2","ADAM2","NA"
"IDO1","IDO1","NA"
"AC007991.3","AC007991.3","NA"
"AC007991.4","AC007991.4","NA"
"IDO2","IDO2","NA"
"AC087518.1","AC087518.1","NA"
"AC022733.1","AC022733.1","NA"
"TCIM","TCIM","NA"
"AC022733.2","AC022733.2","NA"
"AC105999.2","AC105999.2","NA"
"AC105999.1","AC105999.1","NA"
"AC010857.1","AC010857.1","NA"
"ZMAT4","ZMAT4","NA"
"AC048387.1","AC048387.1","NA"
"SFRP1","SFRP1","NA"
"AC016868.1","AC016868.1","NA"
"GOLGA7","GOLGA7","NA"
"GINS4","GINS4","NA"
"AC009630.1","AC009630.1","NA"
"AC009630.2","AC009630.2","NA"
"GPAT4","GPAT4","NA"
"AC009630.3","AC009630.3","NA"
"NKX6.3","NKX6-3","NA"
"ANK1","ANK1","NA"
"AC113133.1","AC113133.1","NA"
"AC027702.1","AC027702.1","NA"
"KAT6A","KAT6A","NA"
"AC103724.4","AC103724.4","NA"
"AC103724.3","AC103724.3","NA"
"AP3M2","AP3M2","NA"
"PLAT","PLAT","NA"
"AC083973.1","AC083973.1","NA"
"IKBKB","IKBKB","NA"
"POLB","POLB","NA"
"DKK4","DKK4","NA"
"VDAC3","VDAC3","NA"
"SLC20A2","SLC20A2","NA"
"AC090739.1","AC090739.1","NA"
"SMIM19","SMIM19","NA"
"CHRNB3","CHRNB3","NA"
"AC103843.1","AC103843.1","NA"
"CHRNA6","CHRNA6","NA"
"THAP1","THAP1","NA"
"RNF170","RNF170","NA"
"HOOK3","HOOK3","NA"
"AC110275.1","AC110275.1","NA"
"FNTA","FNTA","NA"
"POMK","POMK","NA"
"HGSNAT","HGSNAT","NA"
"LINC00293","LINC00293","NA"
"AC091163.1","AC091163.1","NA"
"AC091163.2","AC091163.2","NA"
"AC120036.4","AC120036.4","NA"
"IGLV8OR8.1","IGLV8OR8-1","NA"
"SPIDR","SPIDR","NA"
"CEBPD","CEBPD","NA"
"PRKDC","PRKDC","NA"
"MCM4","MCM4","NA"
"UBE2V2","UBE2V2","NA"
"AC026904.2","AC026904.2","NA"
"AC026904.3","AC026904.3","NA"
"AC022915.2","AC022915.2","NA"
"AC026904.1","AC026904.1","NA"
"AC026904.4","AC026904.4","NA"
"AC022915.1","AC022915.1","NA"
"AC022915.3","AC022915.3","NA"
"EFCAB1","EFCAB1","NA"
"SNAI2","SNAI2","NA"
"PPDPFL","PPDPFL","NA"
"AC022568.1","AC022568.1","NA"
"AC090155.2","AC090155.2","NA"
"AC090155.1","AC090155.1","NA"
"AC113145.1","AC113145.1","NA"
"AC023762.1","AC023762.1","NA"
"SNTG1","SNTG1","NA"
"AC012413.1","AC012413.1","NA"
"PXDNL","PXDNL","NA"
"AC090186.1","AC090186.1","NA"
"PCMTD1","PCMTD1","NA"
"AC064807.1","AC064807.1","NA"
"AC064807.4","AC064807.4","NA"
"AC064807.2","AC064807.2","NA"
"AC064807.3","AC064807.3","NA"
"ST18","ST18","NA"
"AC021915.2","AC021915.2","NA"
"AC021915.1","AC021915.1","NA"
"AC103831.1","AC103831.1","NA"
"ALKAL1","ALKAL1","NA"
"RB1CC1","RB1CC1","NA"
"NPBWR1","NPBWR1","NA"
"AC009646.2","AC009646.2","NA"
"OPRK1","OPRK1","NA"
"AC131902.2","AC131902.2","NA"
"AC131902.1","AC131902.1","NA"
"AC022034.4","AC022034.4","NA"
"AC022034.2","AC022034.2","NA"
"ATP6V1H","ATP6V1H","NA"
"RGS20","RGS20","NA"
"AC113194.1","AC113194.1","NA"
"TCEA1","TCEA1","NA"
"AC100821.2","AC100821.2","NA"
"LYPLA1","LYPLA1","NA"
"MRPL15","MRPL15","NA"
"SOX17","SOX17","NA"
"RP1","RP1","NA"
"XKR4","XKR4","NA"
"AC022679.2","AC022679.2","NA"
"AC022679.1","AC022679.1","NA"
"AC090200.1","AC090200.1","NA"
"TMEM68","TMEM68","NA"
"TGS1","TGS1","NA"
"LYN","LYN","NA"
"RPS20","RPS20","NA"
"CERNA3","CERNA3","NA"
"MOS","MOS","NA"
"PLAG1","PLAG1","NA"
"CHCHD7","CHCHD7","NA"
"AC107952.2","AC107952.2","NA"
"SDR16C5","SDR16C5","NA"
"PENK","PENK","NA"
"AC012349.1","AC012349.1","NA"
"LINC00968","LINC00968","NA"
"AC013644.1","AC013644.1","NA"
"AC009597.1","AC009597.1","NA"
"IMPAD1","IMPAD1","NA"
"LINC01606","LINC01606","NA"
"AC025674.2","AC025674.2","NA"
"LINC00588","LINC00588","NA"
"AC068075.1","AC068075.1","NA"
"AC090796.1","AC090796.1","NA"
"AC104051.1","AC104051.1","NA"
"AC104051.2","AC104051.2","NA"
"AC012103.1","AC012103.1","NA"
"LINC01602","LINC01602","NA"
"FAM110B","FAM110B","NA"
"AC104350.1","AC104350.1","NA"
"AC027698.1","AC027698.1","NA"
"UBXN2B","UBXN2B","NA"
"CYP7A1","CYP7A1","NA"
"SDCBP","SDCBP","NA"
"NSMAF","NSMAF","NA"
"TOX","TOX","NA"
"AC090152.1","AC090152.1","NA"
"AC087664.1","AC087664.1","NA"
"AC087664.2","AC087664.2","NA"
"AC021393.1","AC021393.1","NA"
"CA8","CA8","NA"
"LINC01301","LINC01301","NA"
"RAB2A","RAB2A","NA"
"AC068389.4","AC068389.4","NA"
"AC068389.1","AC068389.1","NA"
"AC068389.2","AC068389.2","NA"
"AC068389.3","AC068389.3","NA"
"CHD7","CHD7","NA"
"AC113143.1","AC113143.1","NA"
"AC022182.1","AC022182.1","NA"
"AC022182.2","AC022182.2","NA"
"CLVS1","CLVS1","NA"
"AC023866.2","AC023866.2","NA"
"AC023866.1","AC023866.1","NA"
"ASPH","ASPH","NA"
"AC091173.1","AC091173.1","NA"
"AC025524.2","AC025524.2","NA"
"AC025524.1","AC025524.1","NA"
"LINC02155","LINC02155","NA"
"NKAIN3","NKAIN3","NA"
"AC018861.2","AC018861.2","NA"
"AC120042.3","AC120042.3","NA"
"AC120042.1","AC120042.1","NA"
"GGH","GGH","NA"
"AC120042.2","AC120042.2","NA"
"TTPA","TTPA","NA"
"YTHDF3.AS1","YTHDF3-AS1","NA"
"YTHDF3","YTHDF3","NA"
"AC011978.2","AC011978.2","NA"
"AC011124.1","AC011124.1","NA"
"AC011124.2","AC011124.2","NA"
"AC018953.1","AC018953.1","NA"
"AC022639.1","AC022639.1","NA"
"AC069133.1","AC069133.1","NA"
"LINC01289","LINC01289","NA"
"MIR124.2HG","MIR124-2HG","NA"
"AC090136.3","AC090136.3","NA"
"BHLHE22","BHLHE22","NA"
"CYP7B1","CYP7B1","NA"
"AC104232.1","AC104232.1","NA"
"LINC00251","LINC00251","NA"
"LINC01299","LINC01299","NA"
"AC100814.1","AC100814.1","NA"
"ARMC1","ARMC1","NA"
"MTFR1","MTFR1","NA"
"AC055822.1","AC055822.1","NA"
"PDE7A","PDE7A","NA"
"AC100812.1","AC100812.1","NA"
"DNAJC5B","DNAJC5B","NA"
"AC084082.1","AC084082.1","NA"
"TRIM55","TRIM55","NA"
"CRH","CRH","NA"
"LINC00967","LINC00967","NA"
"RRS1.AS1","RRS1-AS1","NA"
"RRS1","RRS1","NA"
"ADHFE1","ADHFE1","NA"
"VXN","VXN","NA"
"MYBL1","MYBL1","NA"
"VCPIP1","VCPIP1","NA"
"SGK3","SGK3","NA"
"C8orf44","C8ORF44","NA"
"MCMDC2","MCMDC2","NA"
"TCF24","TCF24","NA"
"PPP1R42","PPP1R42","NA"
"COPS5","COPS5","NA"
"CSPP1","CSPP1","NA"
"ARFGEF1","ARFGEF1","NA"
"AC021321.1","AC021321.1","NA"
"CPA6","CPA6","NA"
"AC022874.1","AC022874.1","NA"
"PREX2","PREX2","NA"
"AC011853.2","AC011853.2","NA"
"C8orf34.AS1","C8ORF34-AS1","NA"
"C8orf34","C8ORF34","NA"
"AC083967.1","AC083967.1","NA"
"LINC01592","LINC01592","NA"
"AC021785.1","AC021785.1","NA"
"LINC01603","LINC01603","NA"
"SULF1","SULF1","NA"
"SLCO5A1","SLCO5A1","NA"
"AC091047.1","AC091047.1","NA"
"AC079089.1","AC079089.1","NA"
"PRDM14","PRDM14","NA"
"NCOA2","NCOA2","NA"
"AC022730.3","AC022730.3","NA"
"AC022730.4","AC022730.4","NA"
"TRAM1","TRAM1","NA"
"LACTB2.AS1","LACTB2-AS1","NA"
"LACTB2","LACTB2","NA"
"XKR9","XKR9","NA"
"AC022858.1","AC022858.1","NA"
"EYA1","EYA1","NA"
"AC009446.1","AC009446.1","NA"
"AC104012.1","AC104012.1","NA"
"MSC.AS1","MSC-AS1","NA"
"MSC","MSC","NA"
"TRPA1","TRPA1","NA"
"AC078906.1","AC078906.1","NA"
"AC011131.1","AC011131.1","NA"
"KCNB2","KCNB2","NA"
"AC090735.1","AC090735.1","NA"
"AC022893.2","AC022893.2","NA"
"TERF1","TERF1","NA"
"AC022893.3","AC022893.3","NA"
"AC022893.1","AC022893.1","NA"
"SBSPON","SBSPON","NA"
"C8orf89","C8ORF89","NA"
"RPL7","RPL7","NA"
"RDH10","RDH10","NA"
"RDH10.AS1","RDH10-AS1","NA"
"AC111149.2","AC111149.2","NA"
"AC111149.1","AC111149.1","NA"
"STAU2.AS1","STAU2-AS1","NA"
"STAU2","STAU2","NA"
"AC027018.1","AC027018.1","NA"
"AC022826.2","AC022826.2","NA"
"UBE2W","UBE2W","NA"
"ELOC","ELOC","NA"
"TMEM70","TMEM70","NA"
"LY96","LY96","NA"
"AC087672.2","AC087672.2","NA"
"AC087672.1","AC087672.1","NA"
"AC087627.1","AC087627.1","NA"
"JPH1","JPH1","NA"
"GDAP1","GDAP1","NA"
"AC103952.1","AC103952.1","NA"
"MIR2052HG","MIR2052HG","NA"
"AC115837.2","AC115837.2","NA"
"AC011632.1","AC011632.1","NA"
"PI15","PI15","NA"
"AC011632.2","AC011632.2","NA"
"CRISPLD1","CRISPLD1","NA"
"AC100782.1","AC100782.1","NA"
"AC022274.1","AC022274.1","NA"
"CASC9","CASC9","NA"
"HNF4G","HNF4G","NA"
"AC067773.1","AC067773.1","NA"
"LINC01109","LINC01109","NA"
"LINC01111","LINC01111","NA"
"ZFHX4.AS1","ZFHX4-AS1","NA"
"ZFHX4","ZFHX4","NA"
"AC023200.1","AC023200.1","NA"
"PEX2","PEX2","NA"
"AC062004.1","AC062004.1","NA"
"AC084706.1","AC084706.1","NA"
"PKIA.AS1","PKIA-AS1","NA"
"PKIA","PKIA","NA"
"ZC2HC1A","ZC2HC1A","NA"
"IL7","IL7","NA"
"AC083837.1","AC083837.1","NA"
"AC138646.1","AC138646.1","NA"
"STMN2","STMN2","NA"
"HEY1","HEY1","NA"
"LINC01607","LINC01607","NA"
"AC036214.1","AC036214.1","NA"
"MRPS28","MRPS28","NA"
"AC036214.3","AC036214.3","NA"
"AC009686.2","AC009686.2","NA"
"TPD52","TPD52","NA"
"AC009686.1","AC009686.1","NA"
"AC034114.2","AC034114.2","NA"
"AC009812.1","AC009812.1","NA"
"ZBTB10","ZBTB10","NA"
"AC009812.3","AC009812.3","NA"
"AC009812.4","AC009812.4","NA"
"ZNF704","ZNF704","NA"
"PAG1","PAG1","NA"
"AC022778.1","AC022778.1","NA"
"AC079209.2","AC079209.2","NA"
"AC079209.1","AC079209.1","NA"
"AC009902.3","AC009902.3","NA"
"AC009902.2","AC009902.2","NA"
"FABP5","FABP5","NA"
"AC018616.1","AC018616.1","NA"
"PMP2","PMP2","NA"
"FABP9","FABP9","NA"
"FABP4","FABP4","NA"
"AC023644.1","AC023644.1","NA"
"FABP12","FABP12","NA"
"IMPA1","IMPA1","NA"
"SLC10A5","SLC10A5","NA"
"ZFAND1","ZFAND1","NA"
"CHMP4C","CHMP4C","NA"
"AC132219.1","AC132219.1","NA"
"SNX16","SNX16","NA"
"LINC02235","LINC02235","NA"
"AC027701.1","AC027701.1","NA"
"AC060765.1","AC060765.1","NA"
"AC105031.2","AC105031.2","NA"
"AC105031.3","AC105031.3","NA"
"LINC01419","LINC01419","NA"
"AC015522.1","AC015522.1","NA"
"RALYL","RALYL","NA"
"LRRCC1","LRRCC1","NA"
"AC011773.4","AC011773.4","NA"
"E2F5","E2F5","NA"
"AC011773.1","AC011773.1","NA"
"C8orf59","C8ORF59","NA"
"CA13","CA13","NA"
"AC011773.3","AC011773.3","NA"
"AC011773.2","AC011773.2","NA"
"CA1","CA1","NA"
"CA3","CA3","NA"
"CA3.AS1","CA3-AS1","NA"
"CA2","CA2","NA"
"AC093331.2","AC093331.2","NA"
"AC100801.1","AC100801.1","NA"
"ATP6V0D2","ATP6V0D2","NA"
"PSKH2","PSKH2","NA"
"AC023194.3","AC023194.3","NA"
"AC084128.1","AC084128.1","NA"
"SLC7A13","SLC7A13","NA"
"WWP1","WWP1","NA"
"RMDN1","RMDN1","NA"
"CPNE3","CPNE3","NA"
"CNGB3","CNGB3","NA"
"AC090572.3","AC090572.3","NA"
"AC090572.2","AC090572.2","NA"
"CNBD1","CNBD1","NA"
"AF121898.1","AF121898.1","NA"
"DCAF4L2","DCAF4L2","NA"
"AC037450.1","AC037450.1","NA"
